Dia,Hora,BTC-USD,USD/EUR,Sentimentos_PreProcessados
1,5,,,
1,11,0.009182931484160495,0.0015501035723126666,-0.08110679567025936
1,17,0.029453298331018507,0.0009948822765466492,0.1794626823863663
2,0,0.011892570280280124,-0.00044175237261689926,1.6024843403436009
2,6,-0.03652887927050319,-0.002418464428194156,-0.24461996747373937
2,12,0.0021825089729723413,-0.0006767396164231165,-0.1455284815929413
2,18,-0.013724032767021721,-0.000609555424524566,0.19209717081643873
3,1,-0.020599600573461663,-0.0012752783100663523,-0.23576316307793965
3,7,-0.009841644804067018,0.00033310034619793427,-0.456877057630275
3,13,0.010287446671231937,0.0009989682819135925,0.18020582997851897
3,19,-0.03732585160173374,0.0024395736251887623,-0.2548453340827046
4,2,-0.018266395779248823,0.002654912243697405,0.9987700019726384
4,8,0.002423822714681334,0.0014342202855828212,-0.0370881034763022
4,14,-0.015049599341119935,0.009804987024810474,-0.432834831050834
4,20,-0.03321131342126438,-0.002509234623289003,-0.08113997788927618
5,3,-0.012405324048659239,0.0019687199161322333,1.0515623734656807
5,9,-0.000555956118556522,0.0,-0.16773620548679047
5,15,0.00354585418244846,0.0,-0.4337063273471351
5,21,0.0064028068846422315,0.0,0.10989602651383712
6,4,0.0017078828937462376,0.0,0.6785175283515157
6,10,-0.030062127031413532,0.0,-0.01183319846377151
6,16,0.023311329729086117,0.0,-0.031365463543985395
6,22,-0.005014548855964862,0.0,-0.4539897676759206
7,5,-0.02324871491515379,0.0033838859130304044,1.0824567440031463
7,11,0.006479577721978602,0.0015230568882627082,0.0231703862812902
7,17,0.011531224578002375,-0.0014120978782597993,-0.27220663423468117
8,0,-0.01372839411707849,0.0016316228147097434,0.43574422898621923
8,6,-0.0006008499484949636,-0.0003257929916640201,-0.22350119771716204
8,12,0.013502839614607964,-0.004128164040274052,-0.20562322075281936
8,18,-0.0003232070198911918,-0.0011999604152858057,0.2035631037120884
9,1,0.010846814055854859,0.00043687939088687955,0.05349575483621538
9,7,0.06553823954917704,-0.00032750019033134237,-0.1682692138050761
9,13,0.0019105279148421417,-0.008736503277995245,-0.0585919436607768
9,19,0.008937471331801783,-0.005838917479316419,-0.20087064676616917
10,2,-0.030911366994937017,0.002437951460260823,0.2585462132746854
10,8,-0.04066128706169847,0.0018792660049931076,0.14977282707076878
10,14,0.0012588855257744669,0.0018757409887191212,-0.2795240915963897
10,20,0.009008315406325185,0.0030836870225718904,0.17386694937715363
11,3,-0.0227093711152494,-0.0026350253339376684,0.1044967998488624
11,9,0.008175744719054023,0.003412569323042902,0.2382321161122909
11,15,0.0016661130299404636,0.0003291824348146122,-0.3266139493199193
11,21,-0.006211061002647789,0.00471594445772916,-0.4256615781810541
12,4,0.005873961904884428,0.0001091114360236567,0.8685239874900905
12,10,0.0032169091930875915,0.0,-0.19311283720149564
12,16,-0.002967441513004765,0.0,-0.08339592987646327
12,22,0.0008046088281392638,0.0,-0.14217092282185928
13,5,0.0007881901642532441,0.0,1.0696942974720751
13,11,-0.009647226555771216,0.0,-0.5219603471048557
13,17,0.004418040697097059,0.0,0.471891084917222
14,0,-0.028839170518510704,-0.0016372086003221265,1.2976116586180622
14,6,0.02116037903969703,0.0009839621340093085,-0.6240643942721602
14,12,0.00488106332460525,-0.003385733905622912,-1.2871514450461818
14,18,-0.003064736483374131,-0.00032882167009284924,-5.100870768229166
15,1,0.00435341704481762,0.000548151040604683,0.3922734985066927
15,7,-0.011603208573668367,-0.00449219317599614,-0.25025388850285957
15,13,0.007370055370476747,0.0006604005909820465,0.22602599748104835
15,19,0.025135753212201184,0.003959526270261637,-0.26565928315023135
16,2,0.028755116523229374,-0.0017528780234189467,0.4526479158748258
16,8,-0.012677329008220828,-0.0018656541900948787,-0.16351597874830115
16,14,0.01158187950402123,-0.0023089508940303816,-0.0008645332823591367
16,20,0.011127324692343121,-0.0016530862580489414,-0.06180456816373392
17,3,-0.004544321682708685,-0.0002207457587861672,0.14945613132563085
17,9,-0.005698860570594322,-0.0015458247299710015,0.08224033029993905
17,15,0.001522591570914722,-0.004755057397897056,-0.10991975083266903
17,21,0.0009274807025796417,0.0014444854907056381,-0.016625507513289395
18,4,-0.006865039262974104,0.0013313665718668322,-0.14279512041474773
18,10,-0.004091776268274616,0.003434944781000482,-0.25556879686181033
